account_id,visit_cnt,last_visit_date,revenue
666033,2,2021-02-12,460
677662,6,2021-01-28,740
677726,4,2021-01-24,200
677806,8,2021-01-19,150
677822,10,2020-11-12,480
677934,3,2021-01-09,60
658459,1,2021-01-31,280
672866,8,2021-01-27,630
672914,2,2021-01-10,570
672962,6,2021-01-28,830
672994,3,2021-01-17,310
673042,3,2021-01-10,80
673058,2,2021-01-07,190
661980,2,2020-11-27,60
662012,1,2020-12-31,10
662044,2,2021-02-14,580
662124,13,2021-01-31,390
662156,7,2021-01-27,730
665160,2,2021-02-04,130
665224,2,2021-01-21,1160
661790,3,2020-11-28,580
662046,1,2020-12-25,40
664922,2,2021-01-26,200
665050,2,2021-02-12,760
665194,1,2021-01-04,60
661979,1,2021-01-25,110
662107,2,2021-02-21,40
662155,2,2021-01-02,20
665095,1,2020-11-17,1410
662093,1,2021-01-13,70
664889,3,2021-01-18,1250
664905,1,2020-12-24,420
664937,5,2020-12-20,300
665129,1,2020-12-19,360
661797,1,2021-01-13,720
661813,4,2021-01-03,520
661989,10,2020-12-16,620
664961,5,2021-02-08,1150
665153,3,2021-02-08,80
661738,3,2020-12-26,60
661770,4,2021-02-17,660
665014,1,2020-12-01,10
665190,1,2020-12-12,30
665222,2,2021-02-07,1150
662114,1,2021-02-14,10
664894,3,2021-01-28,180
665086,29,2021-01-04,940
665118,3,2021-01-10,170
665150,4,2020-12-16,450
661993,6,2021-01-14,460
662153,2,2021-01-22,160
664981,18,2021-01-13,750
664997,1,2020-12-22,1190
665013,4,2020-12-24,640
665061,11,2021-01-29,140
665141,1,2021-02-16,100
661744,1,2020-11-24,20
661776,2,2021-01-05,500
661792,1,2021-01-11,20
662000,1,2021-02-14,670
665148,4,2021-01-19,270
661743,1,2020-12-20,80
661855,1,2021-02-20,100
664907,8,2021-01-02,300
664923,13,2021-01-23,1230
665019,3,2021-02-10,360
665147,2,2021-01-06,50
665227,3,2020-11-18,200
661831,1,2021-02-11,150
662039,2,2021-01-31,40
662071,2,2021-01-27,280
662119,2,2020-12-09,50
664915,12,2020-12-29,220
665091,1,2021-01-17,30
665155,3,2020-12-19,740
673157,1,2021-01-08,1230
673221,6,2021-02-07,280
673349,25,2021-02-13,310
673538,2,2020-12-12,30
673554,2,2021-02-02,280
673618,1,2020-12-08,1400
673714,2,2021-01-05,70
677339,3,2020-11-27,270
677371,1,2020-12-07,310
677387,3,2020-11-26,660
677419,7,2021-01-29,220
677499,5,2021-01-28,360
677643,5,2021-01-04,230
659140,1,2020-12-17,10
667805,1,2021-02-01,140
667869,5,2021-01-17,310
667885,11,2021-01-01,610
667917,2,2020-12-26,780
664957,17,2021-02-09,470
665133,2,2020-12-22,20
665181,4,2021-01-18,430
665229,1,2021-01-14,170
661763,2,2020-12-03,50
665151,1,2021-01-21,770
665231,13,2021-01-14,780
661780,9,2021-02-06,400
661892,3,2021-02-20,70
664960,2,2020-12-02,60
665056,3,2020-12-22,40
665168,1,2021-02-02,10
674273,3,2021-01-25,110
674337,1,2020-12-23,520
674369,2,2020-12-11,90
674385,4,2020-12-15,150
674417,2,2020-11-25,50
674433,30,2021-01-11,880
674529,1,2020-12-10,100
674561,1,2021-01-04,40
666053,1,2020-12-16,120
677698,4,2020-11-14,390
677826,1,2020-12-02,470
677906,1,2021-01-12,20
677970,1,2020-12-05,40
672822,22,2021-02-07,440
672838,2,2020-11-07,130
672902,1,2020-12-21,140
672934,7,2020-12-20,440
673030,2,2020-11-06,30
673078,3,2020-11-28,50
661752,2,2021-02-14,170
661800,3,2021-02-12,740
661896,4,2020-11-29,1430
664916,11,2021-02-20,640
662236,3,2021-01-14,800
673868,5,2021-01-28,130
673916,3,2020-11-28,80
673980,3,2020-12-02,300
674012,11,2020-12-23,300
674156,1,2020-11-23,30
665758,2,2021-02-03,250
680442,2,2021-01-22,30
659349,1,2021-01-12,220
669000,13,2021-02-12,390
669048,1,2020-12-05,1330
669208,6,2021-01-09,880
669288,15,2021-02-11,390
680459,4,2020-12-01,220
680507,4,2021-01-02,250
680523,1,2021-01-14,10
680651,6,2020-12-12,80
676972,7,2020-12-29,300
677020,1,2020-11-28,260
662283,7,2021-01-02,650
673819,1,2021-01-17,130
673947,1,2020-12-05,30
673963,4,2020-11-20,210
674075,6,2021-01-01,90
674091,2,2020-12-01,80
674155,5,2021-01-07,150
680409,2,2020-12-06,250
659268,1,2021-02-14,80
659556,1,2021-02-11,10
668999,2,2020-11-21,780
669079,1,2021-01-11,1430
669111,2,2021-02-01,20
669207,8,2021-02-13,120
669319,20,2021-01-07,580
680522,1,2021-01-06,90
680538,2,2020-11-28,80
680570,3,2021-01-15,330
680586,3,2020-11-06,50
680602,4,2020-11-05,90
680634,1,2020-11-30,50
676859,4,2021-01-02,670
676891,1,2020-11-21,370
676971,1,2020-11-09,30
662174,1,2021-01-02,900
662318,2,2021-01-20,20
673934,2,2020-12-15,100
673950,2,2021-02-05,170
674142,7,2020-12-05,670
674174,1,2021-01-31,80
665632,17,2020-12-15,330
680316,10,2020-12-18,140
680412,2,2020-11-19,60
659335,2,2021-02-22,100
669018,4,2020-11-25,1690
669098,14,2021-01-12,620
669226,1,2020-11-07,640
669242,7,2021-02-01,310
669290,8,2020-12-27,660
669322,10,2021-01-11,860
669338,7,2021-01-08,140
669354,2,2021-01-07,170
680477,1,2020-11-06,50
680525,3,2020-12-08,30
680557,2,2020-11-30,70
680573,4,2020-11-26,130
676926,9,2020-11-26,300
676958,7,2020-11-26,210
676990,3,2020-12-06,340
677022,1,2020-12-12,220
677054,4,2020-11-30,130
662165,5,2020-12-03,360
662309,2,2021-01-24,50
662389,2,2020-12-24,100
673829,4,2020-12-16,1260
673845,5,2020-12-31,220
673973,8,2021-01-12,400
674117,6,2020-12-25,200
674149,2,2020-12-16,40
665735,6,2021-02-14,1310
665799,1,2020-11-28,900
680291,5,2021-01-26,90
680307,2,2020-12-26,300
680355,3,2020-11-28,250
680419,1,2020-12-26,30
680451,1,2020-11-29,160
659438,12,2020-12-17,270
659454,1,2020-12-01,370
669073,1,2021-01-03,20
669153,2,2020-11-21,1450
669217,7,2021-02-13,590
669265,3,2021-01-25,1260
669345,4,2020-12-19,160
680468,1,2020-12-29,220
676981,3,2020-12-18,200
677061,6,2020-12-01,270
662189,3,2021-01-08,130
662285,1,2020-12-18,1510
662301,5,2020-12-18,150
662317,1,2021-01-05,50
673837,2,2020-12-24,130
673917,1,2020-12-16,730
674125,2,2020-12-14,60
665647,9,2021-01-21,550
680283,6,2020-12-31,190
680299,1,2020-12-27,50
680443,2,2021-01-11,40
659382,1,2020-12-29,10
659510,10,2021-01-18,200
659558,7,2021-01-27,100
669081,8,2021-01-06,130
669145,2,2021-02-05,490
669241,5,2021-02-06,1130
669337,1,2021-01-21,940
669401,9,2021-01-29,90
680556,1,2020-12-11,70
676877,3,2021-02-04,400
676909,24,2021-01-24,310
677069,4,2021-01-30,150
677085,2,2021-01-12,210
662227,2,2021-02-23,460
662259,1,2020-12-26,170
673811,1,2021-01-13,780
673907,16,2021-01-23,600
673923,6,2020-12-27,880
674019,10,2020-12-14,350
674147,3,2021-01-15,1050
674163,12,2020-11-22,1140
665621,12,2020-12-14,190
665637,2,2020-12-11,220
665653,4,2021-01-21,290
680369,1,2021-01-24,90
680433,3,2020-11-22,150
659260,1,2021-01-26,40
659324,5,2021-01-23,520
669055,1,2021-01-23,30
669087,4,2021-02-03,870
669119,2,2020-12-28,220
669183,10,2020-12-17,470
669199,2,2020-11-19,80
669247,2,2021-01-05,150
669279,5,2020-11-28,740
669343,1,2021-01-20,80
669359,2,2020-12-30,160
680466,1,2020-12-16,20
676899,7,2020-12-02,250
676931,3,2020-11-21,100
676947,1,2020-12-05,310
676963,5,2021-01-04,50
677027,3,2020-12-20,30
677043,4,2020-12-30,140
662199,1,2020-12-06,110
662391,3,2021-01-06,460
662407,11,2021-02-16,190
673831,4,2021-01-07,500
673911,3,2021-01-04,140
674039,1,2020-11-07,500
674087,2,2021-01-09,60
674151,2,2021-01-10,90
665705,1,2020-12-16,10
680277,1,2020-11-13,40
680373,1,2020-12-13,60
680389,2,2020-11-16,70
669011,3,2021-01-18,470
669043,2,2020-12-17,70
669139,11,2021-02-20,290
669331,2,2020-12-16,820
669411,4,2020-11-24,750
680470,1,2021-01-26,290
680614,1,2020-11-04,140
680710,1,2020-12-07,20
676903,18,2020-11-18,420
676951,2,2020-12-09,350
662225,1,2020-11-29,850
674001,1,2021-01-14,30
674129,13,2020-11-20,280
674177,23,2021-01-09,730
665667,4,2021-01-24,1220
680399,5,2020-11-07,100
680415,1,2020-12-19,20
669037,5,2021-01-06,130
669085,2,2021-01-15,110
669101,8,2020-11-30,1290
669309,7,2021-01-11,460
669373,1,2021-01-17,1530
680608,3,2020-12-10,30
680720,5,2020-11-16,60
676913,2,2021-01-29,110
676945,15,2020-12-28,360
677105,2,2020-11-17,590
673962,1,2020-11-09,550
673994,6,2021-01-29,390
674010,2,2020-12-18,40
665740,1,2021-01-07,10
680408,3,2020-12-23,140
659251,1,2021-01-26,10
659331,3,2020-12-05,420
669046,5,2021-01-17,1450
669126,15,2020-12-29,270
669142,3,2020-11-19,90
669174,2,2020-12-01,380
669238,19,2021-02-16,460
669254,1,2020-12-27,340
680633,4,2020-11-14,120
680665,1,2021-01-17,20
676906,16,2020-11-22,390
676922,1,2020-11-12,180
677082,1,2020-11-18,140
662208,4,2021-02-14,1090
662256,1,2020-12-16,10
662288,5,2021-02-04,120
662304,1,2021-01-25,130
662320,14,2021-01-12,1040
673904,2,2020-12-15,450
673936,2,2021-01-29,280
673952,13,2021-01-17,630
674048,2,2020-12-17,150
665650,1,2020-12-28,150
665682,1,2020-11-26,170
665778,6,2020-11-30,360
680334,1,2020-11-05,130
680366,4,2020-11-11,250
680382,4,2020-12-08,50
680414,3,2020-11-26,40
659241,3,2021-02-16,70
659385,1,2020-11-29,20
659401,20,2021-01-08,420
659513,1,2021-02-03,30
669116,20,2021-02-23,640
669148,4,2020-12-08,40
669260,2,2021-01-21,430
669292,10,2021-01-27,160
680495,6,2020-11-21,320
680511,4,2020-12-14,270
680527,2,2020-12-09,30
680559,6,2020-12-15,130
680623,1,2021-01-09,140
680655,1,2021-01-16,60
677040,2,2020-12-10,130
677088,2,2020-12-15,50
677120,3,2021-01-12,360
677216,4,2020-12-22,870
677232,13,2020-12-19,290
673812,1,2021-02-05,130
673828,11,2021-01-27,230
674020,2,2021-01-29,1110
674068,2,2020-11-24,40
674180,6,2021-01-22,1000
665702,40,2021-02-18,830
680322,1,2020-11-18,40
680338,1,2020-12-05,50
680354,1,2020-12-25,50
659341,1,2021-02-21,20
659357,6,2021-01-05,230
659389,4,2021-02-05,60
659453,2,2021-02-09,20
669040,14,2021-01-25,370
669104,9,2021-02-16,210
669200,2,2020-12-02,130
680547,4,2021-01-07,200
676868,4,2020-12-20,780
676932,1,2020-11-17,110
676948,16,2020-12-20,530
677060,4,2020-12-08,450
677108,1,2020-11-30,370
677140,2,2020-12-17,20
677156,1,2021-02-05,30
662210,4,2020-12-10,130
662338,1,2020-12-12,900
673826,9,2021-01-02,1040
673970,7,2021-01-28,700
673986,40,2021-02-02,630
674066,12,2020-12-20,180
674178,9,2021-01-10,1310
674194,7,2021-01-18,420
665668,2,2020-12-02,1340
665700,2,2020-12-28,80
665780,2,2020-12-25,830
680336,2,2020-11-17,130
680384,1,2020-11-24,40
680416,1,2020-11-27,100
669054,5,2021-02-24,510
669182,5,2021-02-09,60
669198,3,2020-12-03,1670
669230,1,2020-12-10,1030
669246,3,2021-01-03,200
669358,2,2020-11-26,60
680481,1,2021-01-07,90
680497,1,2021-01-21,210
680609,4,2020-11-15,100
676898,17,2020-12-25,380
676978,1,2021-01-10,30
677042,1,2021-01-12,50
677058,1,2020-12-08,10
662249,5,2021-01-31,280
673913,13,2021-01-28,340
673993,1,2021-01-11,50
674025,7,2020-12-20,110
674105,4,2020-12-28,190
674121,6,2020-12-10,1040
665691,8,2020-12-26,1210
659250,1,2021-01-31,370
669045,45,2020-12-27,1100
669093,18,2020-12-04,750
669125,5,2020-12-27,50
669141,19,2020-12-27,780
669205,23,2021-02-14,1260
680552,1,2020-11-22,40
680584,1,2021-01-05,100
680632,2,2020-12-06,230
676873,5,2020-11-20,500
676937,2,2020-12-29,150
677113,1,2020-12-20,20
677241,17,2020-12-06,600
662271,2,2020-12-14,220
673823,9,2020-12-03,750
673855,15,2020-12-22,310
674015,13,2020-12-07,130
674031,1,2021-01-31,220
674063,3,2021-01-08,40
674095,4,2021-01-21,740
674111,6,2020-12-14,60
665649,2,2021-02-11,80
665809,16,2020-12-30,480
680317,1,2020-12-19,110
680397,1,2020-12-08,230
680429,4,2020-12-07,350
669051,4,2020-12-24,990
669115,11,2020-12-03,170
669227,4,2021-02-11,40
669243,4,2021-01-05,140
669275,13,2021-02-06,200
669323,8,2021-01-22,140
669339,9,2020-11-12,380
669355,3,2021-02-13,240
680622,2,2021-01-05,20
677007,7,2021-02-06,180
677119,40,2020-12-11,830
658851,1,2020-12-25,40
673139,5,2020-11-27,140
673219,1,2020-12-02,10
673251,1,2020-12-29,290
673315,17,2020-12-05,570
673520,4,2020-12-18,100
673584,2,2021-01-24,280
673600,9,2020-11-24,460
673744,14,2021-01-21,210
677305,1,2020-12-23,30
677353,18,2020-12-25,310
677417,1,2020-12-29,100
677481,5,2021-02-06,360
677497,7,2021-01-23,430
677545,1,2021-01-27,260
677561,2,2020-11-23,320
677625,9,2021-02-06,580
677641,1,2020-12-10,350
667627,20,2021-02-21,840
667659,7,2020-12-15,760
667707,3,2020-12-22,110
667803,15,2021-02-13,910
667819,3,2021-01-12,250
667851,3,2021-02-05,180
667979,2,2020-12-24,1020
674223,3,2021-01-30,920
674287,2,2021-01-16,40
674319,1,2021-01-30,120
674367,6,2020-12-13,150
674527,4,2020-12-24,290
674591,9,2021-01-04,240
665923,1,2020-11-20,40
665987,3,2020-12-13,110
666019,1,2020-12-03,370
677760,1,2020-12-24,80
677808,2,2021-01-02,100
678000,1,2020-12-12,40
658429,1,2021-01-10,10
672916,2,2021-01-15,120
672980,8,2021-01-11,270
672996,18,2020-12-13,630
673060,1,2020-11-22,1100
673076,2,2020-11-25,1380
673092,1,2020-11-16,810
661990,1,2020-12-23,610
662086,1,2020-12-28,10
665042,4,2021-01-13,280
665122,10,2021-01-14,390
677083,4,2020-12-23,680
677115,14,2021-01-25,170
677131,1,2020-12-27,100
677147,1,2021-01-08,20
677163,3,2020-12-14,90
677179,7,2021-02-04,510
663953,1,2021-02-08,10
664033,4,2020-12-24,200
664145,2,2021-02-09,180
657185,1,2020-12-18,70
657507,1,2020-12-05,30
657523,1,2021-02-24,70
670394,6,2020-12-27,650
670602,7,2021-01-08,1890
670650,1,2020-11-08,210
670666,33,2021-01-31,690
670682,2,2021-01-30,1300
670730,16,2020-12-25,290
681291,1,2021-01-16,40
681435,2,2020-12-29,30
681563,1,2020-11-03,10
677084,4,2021-01-04,320
677100,3,2020-11-25,280
677228,6,2021-01-19,120
663906,1,2020-12-17,500
663954,3,2021-01-16,150
664002,4,2021-02-05,640
664082,1,2020-12-31,70
664098,1,2021-01-31,220
657250,2,2021-01-14,20
657796,1,2020-12-22,60
657876,1,2021-01-23,10
670395,1,2021-02-12,360
670555,44,2021-02-13,1390
670571,11,2021-02-03,800
670619,16,2021-01-08,1040
670715,14,2021-01-19,370
681324,1,2020-12-15,20
681404,1,2021-01-23,30
681580,2,2020-12-03,40
677117,1,2021-01-08,610
677149,11,2020-11-17,550
677165,2,2021-01-19,450
677213,13,2020-12-16,430
663843,4,2021-02-04,1130
663875,6,2021-02-05,750
663939,3,2021-01-06,250
663987,8,2021-01-04,230
664019,10,2021-01-03,300
657829,2,2021-01-12,30
670396,6,2020-12-27,740
670428,9,2020-12-17,820
670508,5,2020-12-07,340
670540,2,2021-01-08,300
670588,1,2020-11-22,170
670604,1,2021-02-08,250
670668,1,2020-11-26,570
681309,2,2020-12-02,50
681437,2,2021-01-21,50
677236,2,2021-01-19,260
663882,13,2020-11-27,690
663962,11,2021-01-07,340
664026,5,2020-11-30,1320
657644,2,2021-02-08,130
657852,2,2021-01-02,30
670387,15,2021-02-16,290
670419,7,2021-01-25,80
670595,10,2020-12-16,770
670643,3,2020-11-15,680
670659,1,2021-02-03,20
670691,6,2021-02-02,200
681284,1,2020-11-12,80
681316,1,2020-11-20,30
677139,22,2020-12-21,370
677219,1,2021-01-18,50
677235,7,2021-01-16,840
677251,2,2020-12-28,170
670386,7,2021-01-16,320
670418,5,2021-01-20,290
670706,1,2020-11-27,30
681443,1,2020-11-05,70
681459,1,2020-11-14,50
681539,1,2021-01-19,60
681571,4,2021-01-17,40
663848,12,2020-12-16,280
663896,8,2020-11-26,80
663928,3,2021-02-18,820
664008,1,2020-12-22,780
664056,1,2020-12-18,50
664120,25,2021-01-05,1260
657498,2,2021-01-18,30
670385,4,2020-12-23,730
670449,45,2021-02-08,1680
670465,1,2021-01-18,130
670497,4,2020-11-22,60
670513,3,2021-01-05,280
670529,1,2020-11-26,650
670545,11,2021-02-13,330
670561,2,2020-12-10,90
670609,1,2021-02-03,110
670625,25,2021-01-26,950
670641,36,2020-12-11,660
670721,1,2021-01-08,70
681282,1,2020-12-14,20
681442,3,2020-12-16,40
677146,2,2020-12-06,380
677162,9,2020-12-28,230
677178,2,2020-12-28,120
677194,4,2021-01-02,80
664016,1,2021-02-01,20
657762,1,2020-12-11,60
670377,2,2021-01-10,40
670441,1,2020-11-29,790
670553,3,2020-12-18,370
670585,21,2021-02-13,710
670729,1,2021-01-22,20
681578,1,2020-12-31,10
657420,2,2021-01-14,80
677207,3,2021-01-20,140
663901,2,2020-12-09,70
663997,3,2020-12-18,140
657197,1,2021-02-05,40
670390,30,2021-01-04,1030
670454,1,2020-11-14,30
670582,11,2021-02-17,220
670598,2,2020-11-26,130
670614,3,2020-12-02,110
670646,20,2021-01-19,610
670694,5,2020-11-23,190
681511,1,2020-11-15,30
666188,6,2021-01-01,180
663862,8,2021-01-27,130
664070,2,2020-12-29,240
657560,1,2021-01-04,380
670383,8,2021-02-03,470
670511,1,2020-11-29,20
670543,10,2020-12-02,300
670671,37,2020-12-07,650
681328,3,2020-11-23,40
681568,1,2020-11-02,60
677205,6,2020-11-23,120
677237,10,2021-02-06,530
663851,4,2021-01-11,180
670388,2,2020-11-26,80
670436,1,2021-01-17,140
670468,1,2020-12-30,40
670612,5,2020-12-26,1500
670708,2,2021-02-06,1030
677086,1,2021-02-01,200
677118,1,2020-12-13,70
677150,1,2020-12-16,170
677230,3,2020-12-14,30
663876,6,2020-12-05,1220
663956,3,2021-02-12,70
663972,1,2021-01-11,1010
664020,1,2020-12-10,10
670381,5,2021-02-05,790
670493,6,2020-12-02,1840
670637,6,2021-02-09,110
670701,5,2020-11-14,100
670717,3,2020-12-14,260
681294,1,2020-12-18,50
663829,18,2020-12-28,880
663861,3,2020-12-31,480
664037,3,2021-01-08,260
664133,4,2021-01-07,700
657575,3,2021-01-08,60
657719,1,2021-01-03,10
657847,1,2021-01-07,20
670398,5,2020-12-26,450
670462,6,2021-01-07,570
670526,1,2020-12-15,40
663815,1,2020-12-14,20
663879,2,2021-01-14,60
670512,2,2021-01-14,270
670544,1,2021-01-05,110
670592,3,2020-11-19,800
670624,3,2020-12-30,100
670640,2,2021-01-16,50
681345,1,2021-01-27,30
657160,4,2021-02-20,80
663871,1,2021-02-06,90
664111,5,2020-12-04,310
664159,3,2020-11-23,110
657505,1,2021-01-02,150
670520,1,2020-12-13,1040
670568,1,2020-12-13,280
670584,4,2021-01-03,470
670680,2,2020-12-19,310
681321,1,2020-12-03,50
681337,4,2021-01-26,130
681449,2,2020-11-19,60
681577,1,2020-12-08,30
666286,4,2020-11-24,130
666302,9,2021-01-03,880
662230,2,2020-12-07,660
662374,6,2021-01-09,350
673814,3,2020-11-18,100
673830,3,2021-01-11,90
674038,3,2020-11-30,60
674054,16,2020-12-17,570
674166,9,2021-02-05,150
674182,8,2020-12-18,320
665640,2,2021-02-21,680
665752,1,2020-11-26,450
680356,1,2020-11-04,30
680388,8,2020-12-12,230
659327,1,2021-01-02,30
659375,1,2020-12-08,100
659487,1,2020-12-31,20
669010,4,2020-12-17,60
669106,6,2020-12-19,840
669154,2,2020-12-29,60
669170,15,2021-01-29,980
669202,6,2021-01-17,90
669266,1,2020-12-26,2000
669362,19,2021-02-04,650
680533,3,2020-12-21,110
680565,3,2020-11-07,130
676886,38,2021-01-01,770
676902,19,2020-12-08,560
676950,3,2020-12-30,60
677046,4,2021-01-10,180
677142,2,2020-12-12,30
677174,6,2020-11-17,170
666259,11,2021-01-13,280
666323,2,2021-01-22,230
666403,4,2020-12-11,810
666451,21,2021-01-17,310
666563,2,2021-02-07,50
666579,1,2020-12-11,170
666643,1,2021-01-10,120
666739,5,2020-12-27,50
663108,1,2021-01-05,20
663124,1,2021-01-01,1110
668360,5,2020-12-12,260
668440,9,2020-12-20,310
666232,1,2021-01-18,100
666248,1,2021-02-16,10
666296,2,2020-12-05,1410
666312,2,2020-12-08,430
666632,1,2020-12-05,110
666744,10,2021-01-07,430
666856,1,2020-12-11,290
663113,15,2020-12-01,270
663209,1,2020-12-06,1020
663273,2,2021-02-17,40
668429,18,2021-01-02,530
668445,20,2021-01-12,650
668461,3,2020-11-17,820
668477,1,2021-02-15,1140
668557,1,2021-01-17,10
657469,3,2021-02-09,130
666240,17,2020-12-05,300
666304,5,2021-01-08,990
666432,3,2021-01-09,1550
666528,16,2020-12-16,180
663089,2,2021-01-01,590
663105,3,2021-02-17,340
663201,2,2021-01-07,640
663345,2,2021-02-01,70
663361,1,2021-01-11,750
668357,1,2020-12-29,110
668453,19,2020-12-14,1170
668469,9,2020-11-26,850
666193,4,2020-12-08,140
666385,15,2020-12-13,1680
666417,7,2020-12-20,540
666545,5,2021-02-15,330
666593,1,2021-02-17,70
666609,1,2021-01-20,70
666705,4,2020-12-04,290
666721,2,2020-11-30,150
663186,2,2021-01-12,30
663250,2,2020-12-08,150
663266,6,2020-12-04,390
663394,3,2021-02-18,150
668358,5,2021-01-10,140
668374,3,2020-12-19,470
668502,2,2020-11-15,350
657407,2,2021-02-03,90
666322,2,2020-12-17,120
666354,10,2021-01-11,120
666370,1,2021-02-13,20
666450,3,2021-02-19,130
666610,3,2021-01-21,60
666834,6,2020-12-17,800
663171,2,2020-12-31,70
663331,5,2020-12-29,70
668375,13,2021-01-08,300
668391,3,2021-01-12,60
668423,1,2020-12-02,760
668455,1,2020-11-16,140
662248,3,2020-12-28,280
662392,10,2021-02-24,730
673880,6,2020-11-24,480
673912,9,2020-12-25,410
673976,1,2021-01-03,20
673992,11,2020-12-13,1220
674008,9,2021-01-29,100
674072,16,2021-01-08,1090
665658,1,2020-12-05,90
665770,7,2021-01-10,250
665786,1,2020-12-06,60
680294,2,2020-12-06,310
669140,4,2020-12-26,960
669252,20,2020-12-03,670
669380,6,2021-01-10,1180
669396,2,2020-11-28,1060
680647,1,2021-01-04,200
676888,4,2020-12-19,100
676968,5,2020-12-28,60
677016,1,2020-12-12,190
677080,1,2021-01-10,40
666250,5,2021-01-10,130
666314,9,2021-02-06,470
666522,1,2020-11-25,650
666586,3,2020-12-27,70
666794,4,2020-12-26,1800
666842,6,2021-02-11,110
663243,1,2020-12-17,670
668591,5,2021-01-20,50
666374,2,2020-12-13,40
666422,1,2021-01-19,180
666454,2,2021-01-06,160
666470,1,2021-02-09,140
666502,2,2021-02-05,50
666598,3,2020-11-26,230
666694,1,2020-12-03,100
666758,1,2021-01-27,1090
666822,3,2020-11-30,700
663111,10,2021-02-22,430
663255,6,2020-12-25,1090
663303,7,2021-02-21,100
663367,9,2020-12-02,510
668395,1,2020-12-12,820
668427,4,2021-01-24,1410
668459,1,2020-12-31,1550
668571,6,2020-12-21,730
666223,5,2020-11-28,270
666255,5,2021-02-09,130
666399,2,2020-12-27,250
666447,1,2021-01-19,20
666527,3,2020-11-15,1040
666575,5,2021-01-11,350
666607,1,2021-02-01,10
666703,1,2021-01-14,40
666815,9,2021-02-04,1130
663296,31,2021-02-23,770
668436,50,2020-12-26,790
668484,6,2021-01-31,430
668516,17,2020-12-27,490
666236,22,2021-01-25,960
666268,8,2020-12-07,1210
666300,2,2020-12-26,950
666540,2,2021-02-02,30
666604,6,2021-01-15,520
666636,5,2021-01-03,370
666716,2,2021-02-06,210
666732,1,2020-12-21,220
666748,1,2021-01-23,520
666812,2,2020-12-28,190
666876,15,2020-12-02,660
663229,1,2021-02-04,1020
663357,1,2021-01-27,180
668353,2,2021-01-04,50
668497,8,2020-12-19,330
668561,1,2021-01-28,50
668593,2,2021-01-24,830
666516,4,2021-01-10,330
666596,1,2020-12-08,90
666612,18,2021-01-10,500
666628,10,2020-12-31,340
666692,4,2021-01-11,1380
663125,1,2020-11-28,20
663397,1,2021-01-07,100
668345,4,2021-01-08,60
668377,14,2020-12-26,730
668457,5,2021-01-04,340
668553,1,2021-01-23,130
668569,5,2021-01-21,370
666629,2,2020-12-03,40
666741,8,2021-01-27,810
663094,11,2021-02-25,930
663206,1,2020-12-05,290
663222,2,2021-01-08,570
663270,1,2020-11-18,50
668506,9,2021-01-22,110
668554,3,2020-11-15,270
666249,1,2020-12-16,50
666473,4,2020-12-21,140
666825,51,2021-01-04,1190
663098,1,2020-12-31,600
668382,1,2020-11-27,230
666375,19,2021-01-15,1810
666423,21,2021-02-13,640
666471,18,2021-02-19,690
666551,2,2021-02-20,120
666615,4,2020-12-22,230
666791,14,2021-01-18,290
666855,3,2021-01-31,1250
666871,16,2021-02-10,330
663240,2,2021-02-18,260
668348,5,2021-01-30,1050
668444,17,2021-02-01,1270
668524,2,2020-11-20,590
668588,1,2021-01-03,40
666430,27,2020-12-30,810
666494,2,2020-12-13,110
666526,1,2021-01-19,70
666830,27,2021-02-05,440
663231,1,2020-12-24,20
663375,15,2021-02-22,850
668355,2,2020-12-13,30
668435,1,2021-01-10,1350
668515,16,2021-01-12,360
677238,4,2021-01-01,270
663820,1,2020-12-15,1380
663884,2,2021-01-16,160
664060,11,2021-01-25,330
664156,3,2021-01-04,1610
657566,5,2021-01-28,140
657822,1,2021-02-23,150
670373,2,2021-01-14,80
670389,6,2021-01-31,250
670437,3,2021-01-21,1710
670501,9,2020-12-19,370
670629,9,2020-11-09,870
670677,3,2020-11-18,140
681270,1,2021-01-17,20
681526,1,2020-11-05,30
666235,8,2021-02-07,430
663838,3,2020-12-30,440
664046,1,2020-12-31,1400
664110,1,2021-01-26,160
657374,6,2020-12-21,100
657504,1,2021-02-18,30
670439,7,2020-12-20,180
670471,5,2020-12-05,460
670567,1,2021-01-30,790
670583,1,2021-01-19,570
681528,1,2020-11-02,50
657434,2,2020-12-04,70
666189,23,2021-01-28,680
679626,2,2020-11-18,70
679754,3,2020-12-26,280
679898,1,2020-11-28,120
679978,2,2020-12-21,70
680010,4,2020-12-24,120
680058,1,2020-12-27,10
680170,1,2020-11-15,50
680234,2,2020-12-10,90
680250,1,2020-12-07,130
675489,5,2021-01-31,260
675521,3,2021-01-28,70
675569,12,2020-11-22,550
675601,7,2020-12-26,560
675633,2,2021-02-04,150
675697,2,2020-12-03,520
668520,2,2020-12-20,1040
668600,5,2020-12-09,360
679742,1,2020-11-08,40
679886,1,2021-01-16,80
679966,7,2020-12-21,130
680014,1,2020-11-03,50
680046,9,2020-12-17,100
680062,6,2021-01-07,210
680190,4,2021-01-04,90
680206,3,2020-12-30,80
680238,1,2020-12-20,260
680254,3,2021-01-11,70
675360,7,2021-02-02,820
675376,17,2020-12-16,320
675392,4,2020-12-10,470
675408,14,2020-12-17,530
675456,4,2021-01-26,140
675669,16,2021-01-26,610
675685,10,2021-02-10,420
675765,3,2021-01-08,150
